IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.243.67.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,6.02
47.242.157.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,80,6.02
47.236.9.152,8443,8443,true,SIN,Asia Pacific,Singapore,107,6.01
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,14,6.01
47.236.168.17,8880,8880,false,SIN,Asia Pacific,Singapore,13,6.01
47.237.11.182,2086,2086,false,SIN,Asia Pacific,Singapore,13,6.01
8.218.65.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,6.00
47.236.172.71,2083,2083,true,SIN,Asia Pacific,Singapore,109,6.00
47.236.5.223,2087,2087,true,SIN,Asia Pacific,Singapore,100,6.00
8.219.194.170,8880,8880,false,SIN,Asia Pacific,Singapore,16,6.00
47.243.173.187,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,6.00
47.237.83.20,2053,2053,true,SIN,Asia Pacific,Singapore,48,6.00
47.237.94.140,2052,2052,false,SIN,Asia Pacific,Singapore,36,5.99
8.219.97.50,80,80,false,SIN,Asia Pacific,Singapore,14,5.99
8.219.111.175,8443,8443,true,SIN,Asia Pacific,Singapore,73,5.99
47.237.11.182,2082,2082,false,SIN,Asia Pacific,Singapore,15,5.99
8.218.142.253,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,5.98
47.243.107.148,2082,2082,false,HKG,Asia Pacific,Hong Kong,71,5.98
47.242.155.183,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,5.98
8.217.232.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,5.98
8.217.232.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,5.97
47.243.60.150,80,80,false,HKG,Asia Pacific,Hong Kong,49,5.97
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,50,5.97
47.238.6.102,2082,2082,false,HKG,Asia Pacific,Hong Kong,76,5.97
47.243.234.9,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,5.97
47.236.164.215,443,443,true,SIN,Asia Pacific,Singapore,103,5.97
8.219.201.245,8443,8443,true,SIN,Asia Pacific,Singapore,75,5.96
8.218.18.235,80,80,false,HKG,Asia Pacific,Hong Kong,41,5.96
8.222.215.228,2053,2053,true,SIN,Asia Pacific,Singapore,37,5.96
47.243.60.150,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,5.96
8.219.199.220,2083,2083,true,SIN,Asia Pacific,Singapore,72,5.96
8.217.149.28,2083,2083,true,HKG,Asia Pacific,Hong Kong,91,5.96
47.76.77.103,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,5.96
47.236.237.90,2086,2086,false,SIN,Asia Pacific,Singapore,4,5.96
8.222.184.198,2095,2095,false,SIN,Asia Pacific,Singapore,10,5.96
47.76.49.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,5.96
47.237.92.26,2053,2053,true,SIN,Asia Pacific,Singapore,63,5.95
47.237.94.140,2095,2095,false,SIN,Asia Pacific,Singapore,36,5.94
47.237.92.26,2087,2087,true,SIN,Asia Pacific,Singapore,65,5.94
47.236.17.193,2053,2053,true,SIN,Asia Pacific,Singapore,76,5.94
8.217.149.28,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,5.94
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,98,5.94
47.243.173.187,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,5.94
8.210.55.134,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,5.94
8.210.119.11,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,5.93
8.217.207.60,2087,2087,true,HKG,Asia Pacific,Hong Kong,62,5.93
47.236.10.100,2087,2087,true,SIN,Asia Pacific,Singapore,78,5.93
8.219.1.92,2083,2083,true,SIN,Asia Pacific,Singapore,33,5.93
8.222.174.108,2053,2053,true,SIN,Asia Pacific,Singapore,70,5.93
47.243.203.119,2096,2096,true,HKG,Asia Pacific,Hong Kong,94,5.93
8.219.191.40,8443,8443,true,SIN,Asia Pacific,Singapore,101,5.93
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,39,5.92
8.218.243.95,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,5.92
47.238.6.102,8880,8880,false,HKG,Asia Pacific,Hong Kong,67,5.92
47.236.10.100,8880,8880,false,SIN,Asia Pacific,Singapore,31,5.92
8.210.245.224,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,5.91
8.222.167.147,8080,8080,false,SIN,Asia Pacific,Singapore,21,5.91
8.219.191.110,2086,2086,false,SIN,Asia Pacific,Singapore,26,5.91
47.242.17.250,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,5.90
8.218.126.53,80,80,false,HKG,Asia Pacific,Hong Kong,48,5.90
8.222.146.222,2096,2096,true,SIN,Asia Pacific,Singapore,53,5.90
47.238.6.102,2083,2083,true,HKG,Asia Pacific,Hong Kong,37,5.90
8.219.229.190,2052,2052,false,SIN,Asia Pacific,Singapore,15,5.89
47.245.118.70,8443,8443,true,SIN,Asia Pacific,Singapore,52,5.89
8.217.91.121,2096,2096,true,HKG,Asia Pacific,Hong Kong,105,5.88
47.236.169.164,2086,2086,false,SIN,Asia Pacific,Singapore,52,5.88
8.219.40.37,2053,2053,true,SIN,Asia Pacific,Singapore,43,5.88
47.242.234.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,5.88
47.236.202.91,2086,2086,false,SIN,Asia Pacific,Singapore,18,5.87
8.218.2.181,2053,2053,true,HKG,Asia Pacific,Hong Kong,84,5.87
8.219.198.139,2053,2053,true,SIN,Asia Pacific,Singapore,57,5.86
8.219.191.110,2052,2052,false,SIN,Asia Pacific,Singapore,15,5.86
8.210.55.134,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,5.86
8.217.221.165,2083,2083,true,HKG,Asia Pacific,Hong Kong,52,5.86
47.91.67.136,443,443,true,FRA,Europe,Frankfurt,256,5.85
8.219.174.213,2052,2052,false,SIN,Asia Pacific,Singapore,7,5.85
8.219.126.240,2053,2053,true,SIN,Asia Pacific,Singapore,58,5.85
8.218.52.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,5.84
8.210.107.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,62,5.84
47.236.144.208,2086,2086,false,SIN,Asia Pacific,Singapore,28,5.84
8.210.9.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,5.84
8.222.179.231,80,80,false,SIN,Asia Pacific,Singapore,13,5.84
8.219.202.130,2053,2053,true,SIN,Asia Pacific,Singapore,85,5.84
8.222.187.4,2053,2053,true,SIN,Asia Pacific,Singapore,50,5.83
8.210.146.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,76,5.83
47.243.206.150,2096,2096,true,HKG,Asia Pacific,Hong Kong,99,5.83
8.211.4.159,443,443,true,FRA,Europe,Frankfurt,248,5.83
8.219.191.40,8080,8080,false,SIN,Asia Pacific,Singapore,19,5.83
8.219.198.34,443,443,true,SIN,Asia Pacific,Singapore,69,5.83
47.237.95.13,8880,8880,false,SIN,Asia Pacific,Singapore,43,5.82
47.237.14.220,2086,2086,false,SIN,Asia Pacific,Singapore,9,5.82
47.242.234.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,43,5.82
8.219.163.195,2082,2082,false,SIN,Asia Pacific,Singapore,7,5.82
47.76.80.72,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,5.82
8.219.139.13,2083,2083,true,SIN,Asia Pacific,Singapore,67,5.81
8.219.193.202,8443,8443,true,SIN,Asia Pacific,Singapore,60,5.81
8.218.18.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,5.81
8.219.235.164,2052,2052,false,SIN,Asia Pacific,Singapore,11,5.81
8.222.144.50,2086,2086,false,SIN,Asia Pacific,Singapore,9,5.81
47.243.169.63,2083,2083,true,HKG,Asia Pacific,Hong Kong,52,5.81
8.219.198.34,8880,8880,false,SIN,Asia Pacific,Singapore,33,5.80
8.218.85.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,5.80
8.219.107.135,8443,8443,true,SIN,Asia Pacific,Singapore,83,5.80
8.219.83.201,2083,2083,true,SIN,Asia Pacific,Singapore,49,5.80
8.219.174.213,2096,2096,true,SIN,Asia Pacific,Singapore,53,5.80
47.237.8.82,8080,8080,false,SIN,Asia Pacific,Singapore,24,5.80
47.237.11.182,2096,2096,true,SIN,Asia Pacific,Singapore,103,5.80
8.219.11.158,8443,8443,true,SIN,Asia Pacific,Singapore,92,5.80
47.236.10.100,2083,2083,true,SIN,Asia Pacific,Singapore,86,5.80
47.237.95.140,2083,2083,true,SIN,Asia Pacific,Singapore,72,5.80
47.236.202.91,2086,2086,false,SIN,Asia Pacific,Singapore,18,5.80
8.219.84.214,2095,2095,false,SIN,Asia Pacific,Singapore,21,5.79
8.222.184.198,2052,2052,false,SIN,Asia Pacific,Singapore,15,5.79
8.218.65.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,5.79
8.219.111.175,2082,2082,false,SIN,Asia Pacific,Singapore,11,5.79
8.219.163.195,2087,2087,true,SIN,Asia Pacific,Singapore,166,5.78
47.242.176.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,5.78
47.243.139.243,2053,2053,true,HKG,Asia Pacific,Hong Kong,107,5.78
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,22,5.78
8.210.192.93,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,5.77
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,8,5.77
8.219.210.57,2096,2096,true,SIN,Asia Pacific,Singapore,45,5.77
8.219.177.205,2087,2087,true,SIN,Asia Pacific,Singapore,81,5.77
8.210.175.109,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,5.77
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,44,5.76
47.243.169.63,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,5.76
8.210.175.109,2087,2087,true,HKG,Asia Pacific,Hong Kong,46,5.76
47.236.9.152,2096,2096,true,SIN,Asia Pacific,Singapore,58,5.76
8.222.191.138,2095,2095,false,SIN,Asia Pacific,Singapore,9,5.76
47.76.49.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,5.75
8.222.187.4,2053,2053,true,SIN,Asia Pacific,Singapore,19,5.75
8.219.220.88,2095,2095,false,SIN,Asia Pacific,Singapore,7,5.75
47.238.6.102,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,5.75
8.219.201.8,8443,8443,true,SIN,Asia Pacific,Singapore,74,5.74
8.219.220.88,8080,8080,false,SIN,Asia Pacific,Singapore,17,5.74
47.236.117.48,80,80,false,SIN,Asia Pacific,Singapore,16,5.74
47.242.36.78,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,5.74
8.218.136.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,62,5.74
8.210.119.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,5.73
8.219.0.162,8080,8080,false,SIN,Asia Pacific,Singapore,3,5.73
8.222.165.117,8443,8443,true,SIN,Asia Pacific,Singapore,66,5.73
47.236.172.71,8080,8080,false,SIN,Asia Pacific,Singapore,27,5.73
47.243.107.148,8443,8443,true,HKG,Asia Pacific,Hong Kong,53,5.73
8.219.189.143,2082,2082,false,SIN,Asia Pacific,Singapore,25,5.73
47.237.95.146,2095,2095,false,SIN,Asia Pacific,Singapore,47,5.72
8.217.145.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,5.72
8.219.209.14,80,80,false,SIN,Asia Pacific,Singapore,18,5.72
8.219.174.213,80,80,false,SIN,Asia Pacific,Singapore,14,5.72
47.236.169.141,2083,2083,true,SIN,Asia Pacific,Singapore,58,5.71
8.219.235.164,80,80,false,SIN,Asia Pacific,Singapore,14,5.71
8.217.239.116,80,80,false,HKG,Asia Pacific,Hong Kong,40,5.71
47.242.17.250,2083,2083,true,HKG,Asia Pacific,Hong Kong,96,5.71
8.219.42.72,2053,2053,true,SIN,Asia Pacific,Singapore,53,5.71
8.222.193.65,2083,2083,true,SIN,Asia Pacific,Singapore,40,5.70
47.236.10.100,8080,8080,false,SIN,Asia Pacific,Singapore,30,5.70
47.236.5.223,2096,2096,true,SIN,Asia Pacific,Singapore,90,5.70
8.210.9.129,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,5.70
8.219.194.170,8080,8080,false,SIN,Asia Pacific,Singapore,36,5.69
47.243.67.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,5.69
8.222.167.147,2086,2086,false,SIN,Asia Pacific,Singapore,17,5.69
8.210.245.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,5.69
8.210.192.93,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,5.68
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,8,5.68
47.236.10.182,2083,2083,true,SIN,Asia Pacific,Singapore,59,5.68
47.237.0.31,2052,2052,false,SIN,Asia Pacific,Singapore,12,5.68
8.217.164.10,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,5.68
8.219.198.34,2082,2082,false,SIN,Asia Pacific,Singapore,6,5.68
8.218.53.110,2083,2083,true,HKG,Asia Pacific,Hong Kong,72,5.68
8.222.160.176,2082,2082,false,SIN,Asia Pacific,Singapore,26,5.68
47.242.202.230,2053,2053,true,HKG,Asia Pacific,Hong Kong,44,5.68
47.245.126.151,2083,2083,true,SIN,Asia Pacific,Singapore,72,5.68
47.242.157.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,44,5.67
8.218.188.129,80,80,false,HKG,Asia Pacific,Hong Kong,44,5.67
8.222.249.190,2087,2087,true,SIN,Asia Pacific,Singapore,26,5.67
8.222.249.190,2096,2096,true,SIN,Asia Pacific,Singapore,103,5.67
8.219.99.169,2095,2095,false,SIN,Asia Pacific,Singapore,6,5.67
47.236.174.206,2086,2086,false,SIN,Asia Pacific,Singapore,12,5.67
8.222.180.86,80,80,false,SIN,Asia Pacific,Singapore,11,5.67
8.222.191.138,2096,2096,true,SIN,Asia Pacific,Singapore,67,5.67
47.238.6.102,80,80,false,HKG,Asia Pacific,Hong Kong,72,5.66
8.219.0.162,2095,2095,false,SIN,Asia Pacific,Singapore,7,5.66
47.237.11.182,2053,2053,true,SIN,Asia Pacific,Singapore,53,5.66
47.245.126.151,2087,2087,true,SIN,Asia Pacific,Singapore,42,5.66
8.219.189.143,2086,2086,false,SIN,Asia Pacific,Singapore,18,5.66
47.236.171.205,2083,2083,true,SIN,Asia Pacific,Singapore,118,5.66
8.219.210.64,8080,8080,false,SIN,Asia Pacific,Singapore,23,5.66
8.222.179.231,2096,2096,true,SIN,Asia Pacific,Singapore,80,5.66
47.236.174.206,80,80,false,SIN,Asia Pacific,Singapore,8,5.65
8.222.160.176,2095,2095,false,SIN,Asia Pacific,Singapore,55,5.65
47.236.144.196,8880,8880,false,SIN,Asia Pacific,Singapore,40,5.65
47.237.94.140,8880,8880,false,SIN,Asia Pacific,Singapore,27,5.64
8.211.6.15,443,443,true,FRA,Europe,Frankfurt,251,5.64
47.236.150.13,2082,2082,false,SIN,Asia Pacific,Singapore,31,5.64
8.219.11.158,2095,2095,false,SIN,Asia Pacific,Singapore,14,5.64
8.218.126.53,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,5.64
47.237.81.112,2095,2095,false,SIN,Asia Pacific,Singapore,50,5.64
47.238.6.102,2053,2053,true,HKG,Asia Pacific,Hong Kong,54,5.64
8.222.249.190,2082,2082,false,SIN,Asia Pacific,Singapore,5,5.63
47.237.83.20,2087,2087,true,SIN,Asia Pacific,Singapore,55,5.63
8.222.150.197,2086,2086,false,SIN,Asia Pacific,Singapore,8,5.63
8.219.229.190,8443,8443,true,SIN,Asia Pacific,Singapore,84,5.63
47.237.14.220,2086,2086,false,SIN,Asia Pacific,Singapore,18,5.62
8.217.232.246,80,80,false,HKG,Asia Pacific,Hong Kong,44,5.62
47.236.202.91,2083,2083,true,SIN,Asia Pacific,Singapore,40,5.62
47.236.254.120,2095,2095,false,SIN,Asia Pacific,Singapore,19,5.62
8.210.192.93,2083,2083,true,HKG,Asia Pacific,Hong Kong,49,5.61
47.242.155.183,8880,8880,false,HKG,Asia Pacific,Hong Kong,62,5.61
8.210.65.1,443,443,true,HKG,Asia Pacific,Hong Kong,48,5.61
8.219.50.180,80,80,false,SIN,Asia Pacific,Singapore,4,5.61
8.218.18.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,5.60
8.219.111.175,2095,2095,false,SIN,Asia Pacific,Singapore,11,5.60
47.236.10.182,2082,2082,false,SIN,Asia Pacific,Singapore,16,5.60
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,14,5.60
47.237.83.20,2095,2095,false,SIN,Asia Pacific,Singapore,14,5.60
47.236.180.51,8443,8443,true,SIN,Asia Pacific,Singapore,89,5.60
8.210.119.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,5.60
47.243.90.180,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,5.60
47.242.174.27,2052,2052,false,HKG,Asia Pacific,Hong Kong,62,5.59
8.219.200.145,8443,8443,true,SIN,Asia Pacific,Singapore,60,5.59
8.222.222.64,2082,2082,false,SIN,Asia Pacific,Singapore,15,5.59
8.222.162.45,8880,8880,false,SIN,Asia Pacific,Singapore,23,5.59
8.218.18.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,5.59
8.210.107.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,5.59
8.217.85.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,113,5.59
8.219.248.47,8080,8080,false,SIN,Asia Pacific,Singapore,15,5.58
8.210.203.7,2087,2087,true,HKG,Asia Pacific,Hong Kong,135,5.58
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,15,5.58
8.222.214.231,2096,2096,true,SIN,Asia Pacific,Singapore,74,5.58
47.237.14.220,2082,2082,false,SIN,Asia Pacific,Singapore,12,5.57
47.236.174.206,2095,2095,false,SIN,Asia Pacific,Singapore,11,5.57
8.218.18.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,68,5.57
47.236.83.239,8080,8080,false,SIN,Asia Pacific,Singapore,19,5.57
47.243.169.63,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,5.57
47.237.82.15,2083,2083,true,SIN,Asia Pacific,Singapore,103,5.57
8.222.156.242,2096,2096,true,SIN,Asia Pacific,Singapore,66,5.57
8.210.101.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,65,5.56
8.210.207.214,2096,2096,true,HKG,Asia Pacific,Hong Kong,45,5.56
47.236.254.120,2095,2095,false,SIN,Asia Pacific,Singapore,10,5.56
8.222.165.117,8080,8080,false,SIN,Asia Pacific,Singapore,36,5.56
8.211.7.213,443,443,true,FRA,Europe,Frankfurt,276,5.55
8.218.126.53,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,5.55
47.236.205.188,2052,2052,false,SIN,Asia Pacific,Singapore,25,5.55
8.217.149.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,5.55
47.237.10.1,8443,8443,true,SIN,Asia Pacific,Singapore,33,5.55
47.76.159.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,5.55
8.219.248.47,2082,2082,false,SIN,Asia Pacific,Singapore,25,5.54
47.242.54.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,97,5.54
8.218.207.169,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,5.53
47.242.155.183,2096,2096,true,HKG,Asia Pacific,Hong Kong,48,5.52
8.210.174.156,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,5.52
47.243.90.180,2087,2087,true,HKG,Asia Pacific,Hong Kong,97,5.52
47.242.36.78,2052,2052,false,HKG,Asia Pacific,Hong Kong,61,5.52
8.222.150.197,2082,2082,false,SIN,Asia Pacific,Singapore,28,5.52
47.237.94.140,2095,2095,false,SIN,Asia Pacific,Singapore,20,5.51
8.210.34.188,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,5.51
47.238.6.102,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,5.51
47.237.0.31,80,80,false,SIN,Asia Pacific,Singapore,21,5.51
47.76.204.76,80,80,false,HKG,Asia Pacific,Hong Kong,43,5.51
47.237.14.220,2052,2052,false,SIN,Asia Pacific,Singapore,57,5.51
47.236.9.152,8080,8080,false,SIN,Asia Pacific,Singapore,42,5.51
8.219.200.145,2096,2096,true,SIN,Asia Pacific,Singapore,90,5.51
47.242.54.157,443,443,true,HKG,Asia Pacific,Hong Kong,91,5.50
8.210.207.214,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,5.50
47.242.17.250,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,5.50
47.243.86.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,5.49
8.219.177.205,2053,2053,true,SIN,Asia Pacific,Singapore,76,5.49
8.219.220.88,2086,2086,false,SIN,Asia Pacific,Singapore,17,5.49
8.217.221.165,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,5.49
47.242.176.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,5.48
47.236.165.25,2082,2082,false,SIN,Asia Pacific,Singapore,15,5.48
8.217.193.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,59,5.48
47.238.6.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,48,5.48
47.236.169.141,2083,2083,true,SIN,Asia Pacific,Singapore,120,5.48
8.222.144.50,2095,2095,false,SIN,Asia Pacific,Singapore,19,5.48
8.218.174.118,2083,2083,true,HKG,Asia Pacific,Hong Kong,72,5.47
8.219.198.34,2086,2086,false,SIN,Asia Pacific,Singapore,30,5.47
8.217.221.165,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,5.47
47.242.171.94,2083,2083,true,HKG,Asia Pacific,Hong Kong,38,5.47
47.236.254.120,2083,2083,true,SIN,Asia Pacific,Singapore,66,5.47
8.219.220.88,2087,2087,true,SIN,Asia Pacific,Singapore,43,5.47
47.237.82.15,2087,2087,true,SIN,Asia Pacific,Singapore,127,5.46
47.236.10.182,2053,2053,true,SIN,Asia Pacific,Singapore,56,5.46
8.222.146.222,2083,2083,true,SIN,Asia Pacific,Singapore,50,5.46
8.222.156.242,2087,2087,true,SIN,Asia Pacific,Singapore,33,5.46
8.222.160.176,2096,2096,true,SIN,Asia Pacific,Singapore,51,5.46
47.237.95.13,2083,2083,true,SIN,Asia Pacific,Singapore,49,5.46
8.219.209.14,2082,2082,false,SIN,Asia Pacific,Singapore,15,5.46
8.219.87.30,2096,2096,true,SIN,Asia Pacific,Singapore,48,5.46
47.237.83.20,2095,2095,false,SIN,Asia Pacific,Singapore,19,5.46
47.237.100.206,8443,8443,true,SIN,Asia Pacific,Singapore,76,5.45
8.219.139.13,2082,2082,false,SIN,Asia Pacific,Singapore,9,5.45
8.222.162.45,2087,2087,true,SIN,Asia Pacific,Singapore,49,5.45
8.217.147.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,77,5.45
47.237.95.13,2095,2095,false,SIN,Asia Pacific,Singapore,42,5.44
8.222.249.190,2083,2083,true,SIN,Asia Pacific,Singapore,61,5.44
47.76.204.76,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,5.44
47.245.105.224,2083,2083,true,SIN,Asia Pacific,Singapore,28,5.44
8.218.211.17,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,5.44
47.243.173.187,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,5.43
8.218.211.17,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,5.43
8.222.208.38,8443,8443,true,SIN,Asia Pacific,Singapore,24,5.43
8.219.201.245,2083,2083,true,SIN,Asia Pacific,Singapore,73,5.43
8.219.161.129,2082,2082,false,SIN,Asia Pacific,Singapore,33,5.43
47.242.36.78,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,5.43
47.243.169.63,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,5.43
8.222.187.4,2087,2087,true,SIN,Asia Pacific,Singapore,50,5.42
47.242.174.27,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,5.42
47.242.202.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,58,5.42
8.222.146.222,2087,2087,true,SIN,Asia Pacific,Singapore,50,5.42
8.222.183.242,2052,2052,false,SIN,Asia Pacific,Singapore,10,5.42
47.243.107.148,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,5.41
8.219.189.143,2052,2052,false,SIN,Asia Pacific,Singapore,18,5.41
47.236.144.196,2095,2095,false,SIN,Asia Pacific,Singapore,32,5.41
47.236.10.100,2096,2096,true,SIN,Asia Pacific,Singapore,37,5.41
47.242.176.237,80,80,false,HKG,Asia Pacific,Hong Kong,44,5.41
8.217.232.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,5.41
8.219.209.14,2053,2053,true,SIN,Asia Pacific,Singapore,132,5.41
8.210.175.109,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,5.41
47.237.8.82,80,80,false,SIN,Asia Pacific,Singapore,20,5.41
8.210.245.224,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,5.40
8.222.134.170,2087,2087,true,SIN,Asia Pacific,Singapore,80,5.40
8.219.170.232,2052,2052,false,SIN,Asia Pacific,Singapore,37,5.40
47.243.74.220,2095,2095,false,HKG,Asia Pacific,Hong Kong,60,5.40
47.236.169.164,2083,2083,true,SIN,Asia Pacific,Singapore,70,5.40
47.236.10.182,2053,2053,true,SIN,Asia Pacific,Singapore,67,5.40
8.219.235.164,2086,2086,false,SIN,Asia Pacific,Singapore,25,5.40
47.237.95.146,2087,2087,true,SIN,Asia Pacific,Singapore,63,5.40
47.236.237.90,2053,2053,true,SIN,Asia Pacific,Singapore,18,5.39
8.219.193.202,8443,8443,true,SIN,Asia Pacific,Singapore,57,5.39
8.219.97.50,8880,8880,false,SIN,Asia Pacific,Singapore,21,5.39
8.222.179.231,2082,2082,false,SIN,Asia Pacific,Singapore,5,5.39
47.242.234.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,64,5.38
8.209.84.2,443,443,true,FRA,Europe,Frankfurt,259,5.38
8.210.107.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,5.38
8.219.248.47,2083,2083,true,SIN,Asia Pacific,Singapore,84,5.38
8.210.55.134,2082,2082,false,HKG,Asia Pacific,Hong Kong,83,5.38
8.222.150.197,8080,8080,false,SIN,Asia Pacific,Singapore,11,5.38
47.243.169.63,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,5.38
8.222.146.222,2052,2052,false,SIN,Asia Pacific,Singapore,27,5.37
8.210.175.109,2083,2083,true,HKG,Asia Pacific,Hong Kong,40,5.37
8.222.191.138,2082,2082,false,SIN,Asia Pacific,Singapore,12,5.37
8.222.179.231,2086,2086,false,SIN,Asia Pacific,Singapore,29,5.37
47.236.170.54,2082,2082,false,SIN,Asia Pacific,Singapore,12,5.37
8.211.2.53,443,443,true,FRA,Europe,Frankfurt,279,5.37
8.219.114.201,443,443,true,SIN,Asia Pacific,Singapore,46,5.37
47.76.204.76,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,5.36
8.222.184.198,2087,2087,true,SIN,Asia Pacific,Singapore,54,5.36
8.217.149.28,80,80,false,HKG,Asia Pacific,Hong Kong,230,5.36
8.222.146.222,2083,2083,true,SIN,Asia Pacific,Singapore,52,5.36
47.243.27.217,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,5.36
47.245.86.230,2086,2086,false,SIN,Asia Pacific,Singapore,13,5.35
8.219.229.190,2096,2096,true,SIN,Asia Pacific,Singapore,52,5.35
