IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.134.170,2052,2052,false,SIN,Asia Pacific,Singapore,28,7.12
8.218.53.110,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,7.12
47.236.5.223,8080,8080,false,SIN,Asia Pacific,Singapore,27,7.11
47.236.144.156,2053,2053,true,SIN,Asia Pacific,Singapore,98,7.11
8.210.3.24,2083,2083,true,HKG,Asia Pacific,Hong Kong,80,7.11
8.219.198.34,80,80,false,SIN,Asia Pacific,Singapore,12,7.10
8.219.201.245,8080,8080,false,SIN,Asia Pacific,Singapore,9,7.10
47.236.205.188,8880,8880,false,SIN,Asia Pacific,Singapore,29,7.10
8.222.162.45,2095,2095,false,SIN,Asia Pacific,Singapore,8,7.10
47.243.60.150,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,7.10
8.219.132.64,2086,2086,false,SIN,Asia Pacific,Singapore,3,7.10
47.236.174.206,2095,2095,false,SIN,Asia Pacific,Singapore,22,7.10
47.237.82.15,2086,2086,false,SIN,Asia Pacific,Singapore,18,7.09
47.242.157.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,7.09
47.237.14.220,8443,8443,true,SIN,Asia Pacific,Singapore,91,7.09
47.236.253.41,2053,2053,true,SIN,Asia Pacific,Singapore,73,7.09
8.219.210.57,2086,2086,false,SIN,Asia Pacific,Singapore,23,7.09
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,33,7.08
8.210.203.7,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,7.08
47.236.104.11,2087,2087,true,SIN,Asia Pacific,Singapore,95,7.08
8.222.183.242,2053,2053,true,SIN,Asia Pacific,Singapore,22,7.08
8.219.42.72,8080,8080,false,SIN,Asia Pacific,Singapore,4,7.08
8.222.167.147,2083,2083,true,SIN,Asia Pacific,Singapore,37,7.07
8.222.214.231,80,80,false,SIN,Asia Pacific,Singapore,6,7.06
8.219.117.198,2052,2052,false,SIN,Asia Pacific,Singapore,5,7.06
8.219.235.164,80,80,false,SIN,Asia Pacific,Singapore,8,7.05
47.243.42.219,2052,2052,false,HKG,Asia Pacific,Hong Kong,64,7.05
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,85,7.05
8.219.200.145,2095,2095,false,SIN,Asia Pacific,Singapore,75,7.05
47.245.118.70,2083,2083,true,SIN,Asia Pacific,Singapore,78,7.05
8.219.198.34,2087,2087,true,SIN,Asia Pacific,Singapore,57,7.05
8.219.163.195,8443,8443,true,SIN,Asia Pacific,Singapore,43,7.04
8.217.159.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,7.03
8.219.117.198,2083,2083,true,SIN,Asia Pacific,Singapore,73,7.03
8.217.248.220,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,7.03
8.219.110.81,2052,2052,false,SIN,Asia Pacific,Singapore,13,7.03
47.242.202.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,91,7.03
8.219.198.139,80,80,false,SIN,Asia Pacific,Singapore,11,7.02
47.243.173.187,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,7.02
8.219.124.227,2087,2087,true,SIN,Asia Pacific,Singapore,60,7.02
47.243.86.79,2082,2082,false,HKG,Asia Pacific,Hong Kong,57,7.02
8.219.51.211,8080,8080,false,SIN,Asia Pacific,Singapore,13,7.02
8.222.162.45,80,80,false,SIN,Asia Pacific,Singapore,14,7.02
8.219.194.170,80,80,false,SIN,Asia Pacific,Singapore,32,7.01
47.236.144.208,2053,2053,true,SIN,Asia Pacific,Singapore,102,7.01
47.242.59.216,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,7.01
47.243.67.28,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,7.00
47.237.95.146,2083,2083,true,SIN,Asia Pacific,Singapore,126,7.00
8.217.232.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,7.00
8.217.239.116,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,6.99
8.210.174.156,8080,8080,false,HKG,Asia Pacific,Hong Kong,57,6.99
47.237.84.173,2052,2052,false,SIN,Asia Pacific,Singapore,8,6.99
47.236.169.15,2053,2053,true,SIN,Asia Pacific,Singapore,99,6.98
8.222.193.65,2095,2095,false,SIN,Asia Pacific,Singapore,9,6.98
8.219.1.92,80,80,false,SIN,Asia Pacific,Singapore,5,6.98
47.243.90.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,6.98
47.236.144.156,2083,2083,true,SIN,Asia Pacific,Singapore,79,6.98
8.219.222.98,8080,8080,false,SIN,Asia Pacific,Singapore,21,6.98
47.243.27.217,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,6.98
47.236.10.100,2083,2083,true,SIN,Asia Pacific,Singapore,62,6.98
8.219.220.88,2082,2082,false,SIN,Asia Pacific,Singapore,8,6.98
8.218.222.36,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,6.97
47.237.10.1,2052,2052,false,SIN,Asia Pacific,Singapore,28,6.97
8.210.66.190,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,6.97
8.222.244.192,8443,8443,true,SIN,Asia Pacific,Singapore,47,6.97
8.217.159.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,6.97
47.243.234.9,2087,2087,true,HKG,Asia Pacific,Hong Kong,51,6.97
47.236.93.176,2052,2052,false,SIN,Asia Pacific,Singapore,32,6.96
8.219.210.64,2095,2095,false,SIN,Asia Pacific,Singapore,16,6.96
8.219.189.143,8443,8443,true,SIN,Asia Pacific,Singapore,46,6.96
47.236.172.95,2083,2083,true,SIN,Asia Pacific,Singapore,96,6.95
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,13,6.95
8.219.248.47,2053,2053,true,SIN,Asia Pacific,Singapore,82,6.95
47.236.172.71,2096,2096,true,SIN,Asia Pacific,Singapore,77,6.95
8.219.174.142,8443,8443,true,SIN,Asia Pacific,Singapore,96,6.94
8.222.187.4,2096,2096,true,SIN,Asia Pacific,Singapore,40,6.94
47.236.17.193,2052,2052,false,SIN,Asia Pacific,Singapore,23,6.94
47.236.237.90,2083,2083,true,SIN,Asia Pacific,Singapore,82,6.93
8.219.106.156,8080,8080,false,SIN,Asia Pacific,Singapore,6,6.93
47.76.49.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,6.92
8.218.74.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,109,6.92
47.237.0.31,80,80,false,SIN,Asia Pacific,Singapore,15,6.92
8.219.11.158,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.92
47.76.37.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,6.92
47.236.205.188,2095,2095,false,SIN,Asia Pacific,Singapore,11,6.92
47.243.74.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,6.92
8.210.9.129,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,6.91
8.219.222.98,2083,2083,true,SIN,Asia Pacific,Singapore,57,6.90
8.222.183.242,2087,2087,true,SIN,Asia Pacific,Singapore,61,6.90
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,23,6.90
8.210.203.7,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,6.90
47.237.95.13,2053,2053,true,SIN,Asia Pacific,Singapore,100,6.90
8.218.3.12,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,6.90
8.219.0.162,2087,2087,true,SIN,Asia Pacific,Singapore,127,6.90
8.219.222.98,2086,2086,false,SIN,Asia Pacific,Singapore,12,6.89
8.222.165.117,2083,2083,true,SIN,Asia Pacific,Singapore,49,6.89
47.236.169.141,8080,8080,false,SIN,Asia Pacific,Singapore,23,6.89
8.217.85.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,36,6.89
8.217.159.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,106,6.89
8.219.191.40,80,80,false,SIN,Asia Pacific,Singapore,24,6.88
47.243.67.28,2083,2083,true,HKG,Asia Pacific,Hong Kong,78,6.87
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,6.87
47.243.27.217,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,6.87
47.243.173.187,2053,2053,true,HKG,Asia Pacific,Hong Kong,79,6.87
8.222.214.231,2052,2052,false,SIN,Asia Pacific,Singapore,30,6.86
8.217.250.5,80,80,false,HKG,Asia Pacific,Hong Kong,62,6.86
8.219.235.164,8443,8443,true,SIN,Asia Pacific,Singapore,107,6.86
8.218.204.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,72,6.85
8.219.202.130,2086,2086,false,SIN,Asia Pacific,Singapore,37,6.85
8.222.165.117,2053,2053,true,SIN,Asia Pacific,Singapore,90,6.85
8.219.193.202,443,443,true,SIN,Asia Pacific,Singapore,70,6.84
47.236.144.208,2082,2082,false,SIN,Asia Pacific,Singapore,28,6.84
47.236.205.188,80,80,false,SIN,Asia Pacific,Singapore,23,6.83
8.219.200.145,2096,2096,true,SIN,Asia Pacific,Singapore,121,6.83
8.219.42.72,2052,2052,false,SIN,Asia Pacific,Singapore,7,6.82
8.222.208.38,8880,8880,false,SIN,Asia Pacific,Singapore,15,6.82
47.237.94.140,2083,2083,true,SIN,Asia Pacific,Singapore,92,6.82
47.236.168.17,2087,2087,true,SIN,Asia Pacific,Singapore,81,6.82
8.222.137.192,8443,8443,true,SIN,Asia Pacific,Singapore,59,6.82
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,23,6.81
8.222.164.209,8443,8443,true,SIN,Asia Pacific,Singapore,43,6.81
8.218.53.110,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,6.81
47.236.254.120,8880,8880,false,SIN,Asia Pacific,Singapore,27,6.80
8.219.191.110,2096,2096,true,SIN,Asia Pacific,Singapore,77,6.80
8.219.51.211,80,80,false,SIN,Asia Pacific,Singapore,6,6.80
8.222.164.209,443,443,true,SIN,Asia Pacific,Singapore,110,6.80
47.243.173.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,54,6.80
47.243.107.148,2096,2096,true,HKG,Asia Pacific,Hong Kong,61,6.80
8.219.161.129,2083,2083,true,SIN,Asia Pacific,Singapore,90,6.79
8.219.0.162,2083,2083,true,SIN,Asia Pacific,Singapore,8,6.79
8.218.52.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,38,6.79
8.219.114.201,2095,2095,false,SIN,Asia Pacific,Singapore,7,6.78
47.242.157.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,78,6.78
8.219.210.57,2083,2083,true,SIN,Asia Pacific,Singapore,48,6.78
8.210.174.156,2087,2087,true,HKG,Asia Pacific,Hong Kong,113,6.77
8.219.198.34,8443,8443,true,SIN,Asia Pacific,Singapore,59,6.77
8.219.174.213,2096,2096,true,SIN,Asia Pacific,Singapore,130,6.77
8.218.18.235,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,6.77
47.237.10.1,8080,8080,false,SIN,Asia Pacific,Singapore,9,6.77
47.243.86.79,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,6.77
8.222.179.231,2096,2096,true,SIN,Asia Pacific,Singapore,57,6.77
47.236.237.90,8080,8080,false,SIN,Asia Pacific,Singapore,15,6.76
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,20,6.76
47.242.59.216,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,6.76
8.222.183.242,2053,2053,true,SIN,Asia Pacific,Singapore,67,6.75
8.222.164.209,2083,2083,true,SIN,Asia Pacific,Singapore,44,6.75
8.222.165.117,80,80,false,SIN,Asia Pacific,Singapore,14,6.75
47.237.83.20,2082,2082,false,SIN,Asia Pacific,Singapore,83,6.74
8.218.222.36,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,6.74
8.219.199.220,2053,2053,true,SIN,Asia Pacific,Singapore,122,6.74
8.222.187.4,2082,2082,false,SIN,Asia Pacific,Singapore,9,6.74
47.242.176.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,6.74
47.242.234.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,6.74
8.222.208.38,2095,2095,false,SIN,Asia Pacific,Singapore,26,6.73
8.219.99.169,2087,2087,true,SIN,Asia Pacific,Singapore,16,6.73
47.243.42.219,2087,2087,true,HKG,Asia Pacific,Hong Kong,81,6.73
47.236.253.41,8880,8880,false,SIN,Asia Pacific,Singapore,39,6.73
8.219.201.8,2086,2086,false,SIN,Asia Pacific,Singapore,22,6.73
8.222.144.50,2053,2053,true,SIN,Asia Pacific,Singapore,73,6.73
47.76.80.72,2053,2053,true,HKG,Asia Pacific,Hong Kong,50,6.73
47.237.14.220,2087,2087,true,SIN,Asia Pacific,Singapore,99,6.72
8.217.232.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,65,6.72
8.217.121.207,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,6.72
8.222.214.231,2087,2087,true,SIN,Asia Pacific,Singapore,61,6.72
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,6,6.71
47.237.95.146,2086,2086,false,SIN,Asia Pacific,Singapore,39,6.71
8.219.189.143,2095,2095,false,SIN,Asia Pacific,Singapore,24,6.71
47.237.95.140,2095,2095,false,SIN,Asia Pacific,Singapore,28,6.71
47.237.8.82,2083,2083,true,SIN,Asia Pacific,Singapore,107,6.71
47.236.169.15,2052,2052,false,SIN,Asia Pacific,Singapore,66,6.70
8.218.211.17,2082,2082,false,HKG,Asia Pacific,Hong Kong,69,6.70
8.217.85.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,148,6.69
8.219.200.145,2083,2083,true,SIN,Asia Pacific,Singapore,48,6.69
8.217.91.121,2083,2083,true,HKG,Asia Pacific,Hong Kong,98,6.68
47.76.80.72,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,6.68
8.217.232.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,6.68
8.219.11.158,8880,8880,false,SIN,Asia Pacific,Singapore,7,6.68
47.243.139.243,8080,8080,false,HKG,Asia Pacific,Hong Kong,56,6.68
8.222.191.138,2052,2052,false,SIN,Asia Pacific,Singapore,6,6.68
8.219.117.198,2082,2082,false,SIN,Asia Pacific,Singapore,9,6.67
8.217.164.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,6.67
47.243.91.58,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,6.67
8.219.111.147,8880,8880,false,SIN,Asia Pacific,Singapore,16,6.67
8.222.144.50,2095,2095,false,SIN,Asia Pacific,Singapore,14,6.66
8.219.163.195,2096,2096,true,SIN,Asia Pacific,Singapore,51,6.66
8.219.210.57,2082,2082,false,SIN,Asia Pacific,Singapore,35,6.65
8.222.134.170,2086,2086,false,SIN,Asia Pacific,Singapore,18,6.64
8.219.5.10,8080,8080,false,SIN,Asia Pacific,Singapore,8,6.64
8.219.163.195,2053,2053,true,SIN,Asia Pacific,Singapore,97,6.64
47.242.234.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,85,6.63
8.218.143.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,93,6.63
8.222.183.242,2087,2087,true,SIN,Asia Pacific,Singapore,52,6.63
8.218.122.55,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,6.63
47.243.67.28,80,80,false,HKG,Asia Pacific,Hong Kong,46,6.62
8.219.111.175,80,80,false,SIN,Asia Pacific,Singapore,11,6.62
8.222.150.197,2082,2082,false,SIN,Asia Pacific,Singapore,11,6.62
47.243.183.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,47,6.61
8.219.50.180,8443,8443,true,SIN,Asia Pacific,Singapore,25,6.61
8.219.5.10,2053,2053,true,SIN,Asia Pacific,Singapore,116,6.61
8.219.51.211,8880,8880,false,SIN,Asia Pacific,Singapore,2,6.60
8.219.113.232,2053,2053,true,SIN,Asia Pacific,Singapore,41,6.60
8.217.251.62,2096,2096,true,HKG,Asia Pacific,Hong Kong,52,6.60
8.217.207.60,2095,2095,false,HKG,Asia Pacific,Hong Kong,88,6.60
8.222.214.231,2095,2095,false,SIN,Asia Pacific,Singapore,10,6.60
47.243.42.219,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,6.60
47.245.118.70,2087,2087,true,SIN,Asia Pacific,Singapore,36,6.59
8.219.210.57,2086,2086,false,SIN,Asia Pacific,Singapore,14,6.59
47.237.10.1,80,80,false,SIN,Asia Pacific,Singapore,12,6.59
47.243.67.28,2053,2053,true,HKG,Asia Pacific,Hong Kong,52,6.59
8.219.201.8,2096,2096,true,SIN,Asia Pacific,Singapore,82,6.59
47.243.206.150,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,6.59
47.237.14.220,80,80,false,SIN,Asia Pacific,Singapore,19,6.59
8.210.39.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,6.58
47.237.83.20,2087,2087,true,SIN,Asia Pacific,Singapore,88,6.58
47.242.17.250,2096,2096,true,HKG,Asia Pacific,Hong Kong,87,6.58
47.243.139.243,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,6.58
8.219.193.202,2082,2082,false,SIN,Asia Pacific,Singapore,15,6.57
47.243.86.79,80,80,false,HKG,Asia Pacific,Hong Kong,58,6.57
47.242.174.27,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,6.57
8.218.2.181,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,6.57
8.219.189.143,8880,8880,false,SIN,Asia Pacific,Singapore,20,6.56
8.222.215.228,80,80,false,SIN,Asia Pacific,Singapore,14,6.56
47.76.80.72,2096,2096,true,HKG,Asia Pacific,Hong Kong,44,6.56
47.237.94.140,8880,8880,false,SIN,Asia Pacific,Singapore,24,6.56
47.237.92.26,8443,8443,true,SIN,Asia Pacific,Singapore,113,6.56
8.219.240.160,2087,2087,true,SIN,Asia Pacific,Singapore,55,6.55
47.242.176.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,41,6.55
47.237.95.13,2087,2087,true,SIN,Asia Pacific,Singapore,74,6.55
8.210.207.214,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,6.54
8.218.2.181,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,6.54
8.210.119.11,80,80,false,HKG,Asia Pacific,Hong Kong,42,6.53
8.219.220.88,2095,2095,false,SIN,Asia Pacific,Singapore,13,6.53
47.242.155.183,2083,2083,true,HKG,Asia Pacific,Hong Kong,81,6.53
8.218.243.95,2053,2053,true,HKG,Asia Pacific,Hong Kong,107,6.53
8.219.222.98,2082,2082,false,SIN,Asia Pacific,Singapore,26,6.53
47.236.125.62,8443,8443,true,NRT,Asia Pacific,Tokyo,184,6.53
8.219.50.180,2082,2082,false,SIN,Asia Pacific,Singapore,7,6.53
47.242.176.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,6.52
8.222.160.176,2053,2053,true,SIN,Asia Pacific,Singapore,62,6.52
8.222.160.176,2052,2052,false,SIN,Asia Pacific,Singapore,14,6.52
8.219.201.245,2095,2095,false,SIN,Asia Pacific,Singapore,22,6.52
8.219.202.130,2083,2083,true,SIN,Asia Pacific,Singapore,75,6.52
8.222.184.198,2082,2082,false,SIN,Asia Pacific,Singapore,10,6.52
8.222.144.50,2053,2053,true,SIN,Asia Pacific,Singapore,57,6.51
47.236.253.41,2086,2086,false,SIN,Asia Pacific,Singapore,19,6.51
8.219.113.232,2096,2096,true,SIN,Asia Pacific,Singapore,65,6.51
47.237.95.13,8443,8443,true,SIN,Asia Pacific,Singapore,98,6.50
8.217.193.25,80,80,false,HKG,Asia Pacific,Hong Kong,46,6.49
8.218.18.235,2087,2087,true,HKG,Asia Pacific,Hong Kong,112,6.49
47.243.90.180,2083,2083,true,HKG,Asia Pacific,Hong Kong,72,6.49
47.236.166.131,8443,8443,true,SIN,Asia Pacific,Singapore,92,6.49
47.243.183.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,6.48
47.242.176.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,6.48
8.222.174.108,2053,2053,true,SIN,Asia Pacific,Singapore,78,6.47
47.237.14.220,80,80,false,SIN,Asia Pacific,Singapore,19,6.47
8.219.124.227,2083,2083,true,SIN,Asia Pacific,Singapore,81,6.47
47.236.169.164,8080,8080,false,SIN,Asia Pacific,Singapore,18,6.47
47.237.95.146,2052,2052,false,SIN,Asia Pacific,Singapore,33,6.47
8.219.60.54,2053,2053,true,SIN,Asia Pacific,Singapore,4,6.47
8.219.198.139,2086,2086,false,SIN,Asia Pacific,Singapore,17,6.47
8.210.21.65,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,6.46
47.236.130.95,2083,2083,true,SIN,Asia Pacific,Singapore,74,6.46
8.219.191.40,2053,2053,true,SIN,Asia Pacific,Singapore,81,6.45
47.237.0.31,2096,2096,true,SIN,Asia Pacific,Singapore,58,6.45
8.217.145.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,57,6.45
8.219.199.220,2087,2087,true,SIN,Asia Pacific,Singapore,57,6.44
8.218.8.142,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,6.44
47.237.11.182,2086,2086,false,SIN,Asia Pacific,Singapore,29,6.44
47.236.164.215,2087,2087,true,SIN,Asia Pacific,Singapore,117,6.44
47.237.82.15,2053,2053,true,SIN,Asia Pacific,Singapore,73,6.44
47.236.169.141,8443,8443,true,SIN,Asia Pacific,Singapore,77,6.44
8.219.42.72,2086,2086,false,SIN,Asia Pacific,Singapore,5,6.43
8.219.0.162,2096,2096,true,SIN,Asia Pacific,Singapore,83,6.43
47.242.176.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,6.43
47.237.83.20,80,80,false,SIN,Asia Pacific,Singapore,13,6.42
47.242.232.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,47,6.42
8.222.156.242,2096,2096,true,SIN,Asia Pacific,Singapore,57,6.42
47.243.60.150,8080,8080,false,HKG,Asia Pacific,Hong Kong,59,6.42
47.236.164.215,2087,2087,true,SIN,Asia Pacific,Singapore,96,6.42
8.210.3.24,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,6.41
8.210.101.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,77,6.41
8.219.198.139,80,80,false,SIN,Asia Pacific,Singapore,13,6.40
47.245.105.224,2096,2096,true,SIN,Asia Pacific,Singapore,22,6.40
47.236.150.13,8880,8880,false,SIN,Asia Pacific,Singapore,28,6.39
8.222.214.231,2052,2052,false,SIN,Asia Pacific,Singapore,5,6.39
8.219.11.158,2086,2086,false,SIN,Asia Pacific,Singapore,7,6.39
47.242.234.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,6.39
8.222.191.138,2087,2087,true,SIN,Asia Pacific,Singapore,31,6.39
47.236.167.231,2053,2053,true,SIN,Asia Pacific,Singapore,154,6.38
47.236.169.15,2087,2087,true,SIN,Asia Pacific,Singapore,59,6.38
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,22,6.38
8.219.0.162,8443,8443,true,SIN,Asia Pacific,Singapore,102,6.38
8.222.146.222,2095,2095,false,SIN,Asia Pacific,Singapore,15,6.37
47.243.86.79,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,6.37
47.237.95.13,8443,8443,true,SIN,Asia Pacific,Singapore,71,6.37
8.218.11.90,2087,2087,true,HKG,Asia Pacific,Hong Kong,79,6.37
8.222.249.190,2083,2083,true,SIN,Asia Pacific,Singapore,17,6.36
8.222.179.231,8080,8080,false,SIN,Asia Pacific,Singapore,23,6.36
8.218.65.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,6.36
8.219.161.129,2096,2096,true,SIN,Asia Pacific,Singapore,73,6.36
47.237.94.140,2087,2087,true,SIN,Asia Pacific,Singapore,32,6.35
8.219.248.47,2096,2096,true,SIN,Asia Pacific,Singapore,73,6.35
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,65,6.35
8.219.170.232,2053,2053,true,SIN,Asia Pacific,Singapore,73,6.35
47.243.90.180,80,80,false,HKG,Asia Pacific,Hong Kong,60,6.34
8.218.122.55,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,6.34
47.242.174.27,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,6.34
8.219.114.201,8443,8443,true,SIN,Asia Pacific,Singapore,78,6.34
47.237.95.13,8880,8880,false,SIN,Asia Pacific,Singapore,69,6.34
8.219.210.57,8080,8080,false,SIN,Asia Pacific,Singapore,13,6.34
47.76.37.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,57,6.34
8.219.191.110,2082,2082,false,SIN,Asia Pacific,Singapore,27,6.33
8.210.245.224,2096,2096,true,HKG,Asia Pacific,Hong Kong,44,6.33
8.218.222.36,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,6.33
8.219.229.190,8880,8880,false,SIN,Asia Pacific,Singapore,24,6.33
8.219.163.195,2053,2053,true,SIN,Asia Pacific,Singapore,47,6.33
8.210.107.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,100,6.33
8.219.40.37,2096,2096,true,SIN,Asia Pacific,Singapore,36,6.33
47.237.95.140,80,80,false,SIN,Asia Pacific,Singapore,19,6.32
47.243.203.119,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,6.32
8.210.55.134,2087,2087,true,HKG,Asia Pacific,Hong Kong,112,6.32
8.219.1.92,2096,2096,true,SIN,Asia Pacific,Singapore,43,6.32
8.219.235.164,2083,2083,true,SIN,Asia Pacific,Singapore,100,6.32
8.222.191.138,2053,2053,true,SIN,Asia Pacific,Singapore,38,6.32
8.219.86.200,80,80,false,SIN,Asia Pacific,Singapore,18,6.31
8.217.85.14,80,80,false,HKG,Asia Pacific,Hong Kong,75,6.31
8.222.222.64,8080,8080,false,SIN,Asia Pacific,Singapore,21,6.31
47.242.17.250,8443,8443,true,HKG,Asia Pacific,Hong Kong,83,6.31
47.237.95.156,8080,8080,false,SIN,Asia Pacific,Singapore,16,6.31
8.222.184.198,2082,2082,false,SIN,Asia Pacific,Singapore,25,6.31
8.219.191.110,2087,2087,true,SIN,Asia Pacific,Singapore,98,6.30
8.219.199.220,2086,2086,false,SIN,Asia Pacific,Singapore,7,6.30
8.222.156.242,2053,2053,true,SIN,Asia Pacific,Singapore,41,6.30
8.222.187.4,2095,2095,false,SIN,Asia Pacific,Singapore,23,6.30
47.245.84.124,2083,2083,true,SIN,Asia Pacific,Singapore,36,6.29
47.243.139.243,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,6.29
47.242.232.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,6.29
47.236.237.90,2082,2082,false,SIN,Asia Pacific,Singapore,12,6.29
8.222.208.38,80,80,false,SIN,Asia Pacific,Singapore,8,6.29
8.217.91.121,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,6.29
47.245.102.52,2096,2096,true,SIN,Asia Pacific,Singapore,96,6.29
8.222.136.247,8080,8080,false,SIN,Asia Pacific,Singapore,35,6.29
8.219.189.143,2096,2096,true,SIN,Asia Pacific,Singapore,70,6.29
47.243.203.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,6.28
47.236.253.41,2052,2052,false,SIN,Asia Pacific,Singapore,12,6.28
47.236.168.17,80,80,false,SIN,Asia Pacific,Singapore,13,6.28
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,51,6.28
8.210.101.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,6.27
47.243.203.119,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,6.27
8.219.201.8,2052,2052,false,SIN,Asia Pacific,Singapore,29,6.27
8.218.243.95,2083,2083,true,HKG,Asia Pacific,Hong Kong,81,6.27
8.222.146.222,2082,2082,false,SIN,Asia Pacific,Singapore,17,6.27
8.219.201.8,8880,8880,false,SIN,Asia Pacific,Singapore,12,6.26
